Property_ID,Host_ID,Listing_Name,Location,Total_Reviews,Positive_Reviews,Negative_Reviews,Avg_Sentiment_Score,Cleanliness_Rating,Communication_Rating,Checkin_Rating,Location_Rating,Value_Rating,Advantages,Disadvantages,Suggestions,Suggestion_Sources
14929010,59003029,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,20,4,0.684,4.8,4.7,4.6,4.8,4.4,Very Comfortable (6x); Walkable (5x); Will Return (4x); Very Clean (3x); Great Location (3x),Noise General (7x); Noise Street (2x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.). || [Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",How to become a Superhost - Resource Center - Airbnb | Ground rules for home guests - Airbnb Help Center
15111537,5878846,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,21,3,0.75,4.7,4.8,4.8,5.0,4.8,Walkable (6x); Great Location (6x); Very Comfortable (5x); Responsive Host (4x); Well Equipped (4x),Noise General (1x); Uncomfortable Bed (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.). || [Uncomfortable Bed]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase.",Confirming amenities - Airbnb Help Center | Ground rules for home guests - Airbnb Help Center
1532201,2777659,"Entire loft in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,5.0,5.0,5.0,5.0,4.9,Walkable (7x); Will Return (6x); Quiet Area (5x); Well Equipped (4x); Beautiful Place (4x),Plumbing Issues (1x),"[Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",Confirming amenities - Airbnb Help Center
15370524,38136761,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,23,0,1.0,4.9,5.0,5.0,5.0,5.0,Very Comfortable (6x); Beautiful Place (5x); Highly Recommend (5x); Will Return (5x); Great Host (4x),No issues identified,No issues identified - keep up the great work!,
15947555,69907184,"Room in Paris, France","Paris, Île-de-France, France",24,22,2,0.832,4.9,4.9,4.9,4.8,4.8,Great Location (5x); Well Equipped (4x); Spacious (4x); Responsive Host (4x); Very Clean (2x),Too Small (2x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
1596929,7642792,"Entire rental unit in Paris, France","Paris, Paris province, France",24,19,5,0.587,4.5,4.7,4.7,4.9,4.4,Great Location (8x); Walkable (3x); Quiet Area (3x); Responsive Host (3x); Very Comfortable (2x),General Issues (5x),"[General Issues]: While most reviews are positive, consider reviewing the negative feedback for recurring themes and addressing them.",
16349315,12004186,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,4.7,5.0,4.9,4.9,4.8,Very Comfortable (5x); Responsive Host (5x); Walkable (4x); Quiet Area (3x); Spacious (2x),Overpriced (1x); Too Small (1x),"[Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing. || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",What is Smart Pricing? – Resource Centre – Airbnb | How to take great photos for your listing - Resource Center - Airbnb
17316722,20858683,"Entire rental unit in Paris, France","Paris, Île-de-France, France",2,1,1,0.001,,,,,,Responsive Host (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,
17874457,13731705,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,5.0,5.0,4.9,5.0,4.9,Great View (6x); Responsive Host (5x); Great Location (4x); Highly Recommend (3x); Very Clean (3x),No issues identified,No issues identified - keep up the great work!,
18132057,53323515,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,22,2,0.833,5.0,4.7,4.9,5.0,4.7,Very Clean (5x); Very Comfortable (4x); Great Location (4x); Beautiful Place (4x); Will Return (2x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
19678339,136226760,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,22,2,0.833,4.9,4.8,4.7,5.0,4.6,Great Location (9x); Highly Recommend (5x); Very Comfortable (5x); Responsive Host (4x); Great Host (3x),Too Small (3x); Noise Street (2x); Noise General (2x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",How to become a Superhost - Resource Center - Airbnb | How to take great photos for your listing - Resource Center - Airbnb | Ground rules for home guests - Airbnb Help Center
19834415,95389398,"Entire rental unit in Paris, France","Paris, France",24,19,5,0.575,4.2,4.8,4.6,4.5,4.2,Walkable (4x); Responsive Host (4x); Great Location (4x); Good Value (3x); Central (2x),Noise General (4x); Safety Concerns (2x); Dirty General (1x); Hot Water Issues (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.). || [Safety Concerns]: Smoke and carbon monoxide (CO) alarms save lives. That’s why we’re on a mission to get alarms into as many listings as possible. We strongly urge hosts to install smoke and carbon monoxide alarms in spaces that use fuel-burning appliances, test them regularly, and make sure their listing description is up to date. Check out preparing your listing with safety essentials for more information. || [Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.",Home safety: Smoke and carbon monoxide alarms - Airbnb Help Center | Ground rules for home guests - Airbnb Help Center | Make check-in and checkout easy – Resource Centre – Airbnb
20313940,11961861,"Entire loft in Paris, France","Paris, Île-de-France, France",24,22,2,0.834,4.9,5.0,5.0,5.0,4.8,Will Return (7x); Great Location (6x); Very Comfortable (3x); Quiet Area (2x); Great Host (2x),No issues identified,No issues identified - keep up the great work!,
20798079,5027164,"Entire rental unit in Paris, France","Paris, Île-de-France, France",5,4,1,0.599,3.6,4.8,4.2,5.0,4.2,Will Return (2x); Friendly Host (1x); Well Equipped (1x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
20940292,99199946,"Entire rental unit in Paris, France","Paris, IDF, France",24,21,3,0.748,4.9,4.8,4.7,5.0,4.6,Great Location (8x); Spacious (6x); Will Return (3x); Highly Recommend (3x); Well Equipped (2x),Too Hot (5x),"[Too Hot]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.***",How to become a Superhost - Resource Center - Airbnb
21134736,9044891,"Entire rental unit in Paris, France","Paris, Île-de-France, France",8,7,1,0.778,5.0,4.9,5.0,5.0,4.6,Well Equipped (2x); Spacious (2x); Very Comfortable (2x); Will Return (1x); Very Clean (1x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
21223351,30761202,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.923,4.6,5.0,5.0,5.0,4.7,Beautiful Place (5x); Walkable (4x); Responsive Host (4x); Will Return (4x); Highly Recommend (3x),Noise Neighbors (1x),"[Noise Neighbors]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
21692517,21630783,"Gesamte Unterkunft: Apartment in Paris, Frankreich","Paris, Île-de-France, Frankreich",19,0,19,-0.972,,,,,,No positive themes identified (all reviews negative),General Issues (19x),"[General Issues]: This property has received consistently negative feedback. Consider a comprehensive review of cleanliness, amenities, communication, and guest experience. Seek specific feedback from recent guests to identify improvement areas.",
21848432,1730434,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.916,5.0,4.8,4.9,4.9,4.7,Responsive Host (4x); Very Clean (4x); Will Return (3x); Spacious (3x); Highly Recommend (3x),No issues identified,No issues identified - keep up the great work!,
22915152,93011789,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,22,2,0.837,4.8,4.9,4.6,4.9,4.6,Very Comfortable (6x); Well Equipped (4x); Responsive Host (4x); Great Location (4x); Walkable (4x),Too Small (1x); Dirty Kitchen (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty Kitchen]: All kitchen appliances, including the fridge, stove, and oven, are clean and ready for use. No leftover food is in the fridge.",Ensuring your place is sparkling clean - Resource Center - Airbnb | How to take great photos for your listing - Resource Center - Airbnb
23353402,90756218,"Room in Paris, France","Paris, Île-de-France, France",22,22,0,0.999,4.9,5.0,4.9,4.9,4.9,Great Location (4x); Friendly Host (3x); Very Comfortable (3x); Will Return (3x); Great Host (2x),Noise General (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
24463776,16178295,"Entire rental unit in Paris-5E-Arrondissement, France","Paris-5E-Arrondissement, Île-de-France, France",24,20,4,0.665,4.5,4.7,4.9,4.9,4.5,Great Location (6x); Responsive Host (4x); Very Comfortable (4x); Central (2x); Spacious (1x),Wifi Issues (1x); Too Small (1x),"[Wifi Issues]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.*** || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to become a Superhost - Resource Center - Airbnb | How to take great photos for your listing - Resource Center - Airbnb
25256444,14114357,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.996,4.9,5.0,5.0,5.0,4.8,Walkable (7x); Great Location (5x); Very Comfortable (3x); Highly Recommend (3x); Great Communication (2x),No issues identified,No issues identified - keep up the great work!,
25900086,194045108,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.916,4.5,4.5,4.5,4.9,4.6,Spacious (5x); Walkable (4x); Perfect Stay (3x); Very Comfortable (3x); Great Communication (2x),Hard To Find (1x); Too Small (1x); Dirty General (1x),"[Hard To Find]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.",How to take great photos for your listing - Resource Center - Airbnb | Make check-in and checkout easy – Resource Centre – Airbnb
27387680,18734978,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,21,3,0.755,4.0,4.7,4.7,4.8,4.4,Great Location (7x); Responsive Host (3x); Highly Recommend (3x); Great Host (3x); Walkable (2x),Dirty Bathroom (1x),"[Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",Confirming amenities - Airbnb Help Center
27798340,10970918,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,22,1,0.92,5.0,5.0,5.0,5.0,4.9,Spacious (5x); Walkable (3x); Well Equipped (3x); Perfect Stay (3x); Very Comfortable (3x),No issues identified,No issues identified - keep up the great work!,
28355862,98666478,"Room in boutique hotel in Paris, France","Paris, Île-de-France Region, France",24,22,2,0.849,4.9,4.8,4.9,4.8,4.7,Great Location (5x); Very Clean (5x); Will Return (5x); Highly Recommend (5x); Walkable (3x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
29509783,211140048,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,4.9,5.0,5.0,4.9,4.7,Highly Recommend (6x); Very Clean (5x); Quiet Area (3x); Great Location (3x); Walkable (2x),No issues identified,No issues identified - keep up the great work!,
30009165,225573206,"Entire condo in Paris, France","Paris, Île-de-France, France",4,4,0,1.0,5.0,5.0,5.0,5.0,5.0,Spacious (3x); Walkable (1x); Great Host (1x); Very Comfortable (1x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,
30955803,119422083,"Room in Paris, France","Paris, Île-de-France, France",24,19,5,0.59,4.5,4.8,4.7,4.9,4.6,Quiet Area (3x); Friendly Host (3x); Very Comfortable (2x); Very Clean (1x); Highly Recommend (1x),Plumbing Issues (1x); Bugs Pests (1x); Smell Issues (1x),"[Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Bugs Pests]: Cleanliness: Did the home meet our standards? (It should be free of health hazards like mold and pests. It should also be free of extensive dust, pet dander, dirty dishes, etc.). || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.",Confirming amenities - Airbnb Help Center | Clean like a pro with these expert tips - Resource Center - Airbnb | Ratings for homes - Airbnb Help Center
31731761,238019759,"Entire serviced apartment in Paris, France","Paris, France",4,3,1,0.5,4.5,4.0,4.0,4.5,3.8,Great Location (1x); Very Clean (1x); Responsive Host (1x),Hot Water Issues (1x),"[Hot Water Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",Confirming amenities - Airbnb Help Center
32032724,7642792,"Entire rental unit in Paris, France","Paris, Paris province, France",24,21,3,0.768,4.7,4.6,4.7,4.8,4.2,Great Location (5x); Spacious (5x); Will Return (3x); Very Clean (3x); Very Comfortable (3x),No issues identified,No issues identified - keep up the great work!,
33215018,250052908,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,4.9,5.0,5.0,4.9,4.8,Great Location (7x); Responsive Host (6x); Walkable (6x); Will Return (4x); Well Equipped (3x),No issues identified,No issues identified - keep up the great work!,
34309812,230458490,"Entire rental unit in Paris, France","Paris, France",4,3,1,0.5,4.0,4.5,4.8,4.0,4.2,Highly Recommend (1x); Great Location (1x); Quiet Area (1x),No issues identified,No issues identified - keep up the great work!,
343862,1744480,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,22,1,0.912,4.9,4.9,4.9,4.9,4.7,Walkable (5x); Great Location (5x); Central (4x); Will Return (4x); Spacious (4x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb
35727556,40491024,"Entire loft in Paris, France","Paris, Île-de-France, France",23,23,0,1.0,5.0,5.0,5.0,5.0,5.0,Spacious (6x); Responsive Host (5x); Great Host (5x); Very Comfortable (5x); Beautiful Place (4x),No issues identified,No issues identified - keep up the great work!,
36617355,789620,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.902,4.6,4.8,4.7,4.9,4.7,Spacious (6x); Well Equipped (5x); Will Return (5x); Great Location (5x); Quiet Area (3x),Too Hot (1x),"[Too Hot]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.***",How to become a Superhost - Resource Center - Airbnb
3689022,8462149,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.922,4.2,4.8,4.7,4.9,4.4,Great Location (5x); Highly Recommend (4x); Very Comfortable (4x); Will Return (3x); Beautiful Place (2x),No issues identified,No issues identified - keep up the great work!,
37082049,209667,"Entire loft in Paris, France","Paris, Île-de-France, France",14,14,0,0.998,4.8,4.9,4.9,5.0,4.8,Quiet Area (5x); Highly Recommend (4x); Spacious (3x); Well Equipped (2x); Responsive Host (2x),No issues identified,No issues identified - keep up the great work!,
37880435,27263973,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.999,4.5,4.9,4.9,5.0,4.7,Highly Recommend (8x); Great Location (7x); Responsive Host (5x); Walkable (5x); Very Clean (4x),Dirty General (1x); Dirty Kitchen (1x); Too Small (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Dirty Kitchen]: All kitchen appliances, including the fridge, stove, and oven, are clean and ready for use. No leftover food is in the fridge. || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",Ensuring your place is sparkling clean - Resource Center - Airbnb | How to take great photos for your listing - Resource Center - Airbnb | Make check-in and checkout easy – Resource Centre – Airbnb
38013076,656613870,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,21,2,0.822,4.6,4.5,4.5,4.8,4.4,Very Clean (5x); Very Comfortable (3x); Responsive Host (2x); Will Return (2x); Great Location (2x),Smell Issues (3x); Noise Street (1x); Noise General (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",How to become a Superhost - Resource Center - Airbnb | Clean like a pro with these expert tips - Resource Center - Airbnb | Ground rules for home guests - Airbnb Help Center
39192734,50978178,"Entire rental unit in Paris, France","Paris, Île-de-France, France",16,15,1,0.873,4.5,4.2,4.5,4.9,4.1,Very Clean (3x); Well Equipped (2x); Very Comfortable (2x); Walkable (1x); Perfect Stay (1x),No issues identified,No issues identified - keep up the great work!,
40115487,309577234,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,1.0,5.0,5.0,5.0,5.0,5.0,Very Comfortable (4x); Will Return (4x); Great Host (3x); Highly Recommend (2x); Well Equipped (2x),No issues identified,No issues identified - keep up the great work!,
40473430,58810407,"Entire condo in Paris, France","Paris, Île-de-France, France",24,22,2,0.833,4.9,5.0,4.9,4.8,4.7,Great Location (7x); Responsive Host (5x); Highly Recommend (5x); Walkable (5x); Very Clean (3x),Noise General (3x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center
40907094,318669414,"Entire rental unit in Paris, France","Paris, Île-de-France, France",10,8,2,0.603,4.2,4.8,4.8,4.8,4.5,Great Location (2x); Good Value (2x); Well Equipped (2x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,
41447606,271963489,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,21,3,0.753,4.9,4.8,4.9,4.8,4.6,Great Location (6x); Very Clean (4x); Responsive Host (3x); Highly Recommend (2x); Well Equipped (2x),Too Small (2x); Too Hot (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Too Hot]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.***",How to become a Superhost - Resource Center - Airbnb | How to take great photos for your listing - Resource Center - Airbnb
41849300,10310158,"Entire rental unit in Paris, France","Paris, Île-de-France, France",20,20,0,1.0,4.4,5.0,5.0,5.0,4.8,Great Location (4x); Responsive Host (3x); Will Return (3x); Highly Recommend (2x); Great Host (2x),No issues identified,No issues identified - keep up the great work!,
42428002,334643447,"Room in boutique hotel in Paris, France","Paris, Île-de-France, France",22,16,6,0.478,4.0,4.2,4.5,4.4,3.8,Walkable (3x); Good Value (2x); Very Clean (2x); Highly Recommend (1x); Good Bed (1x),Noise Neighbors (1x); Too Small (1x),"[Noise Neighbors]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.). || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb | Ground rules for home guests - Airbnb Help Center
42452586,337962518,"Entire rental unit in Paris, France","Paris, Île-de-France, France",23,23,0,0.999,4.5,5.0,5.0,5.0,4.8,Spacious (5x); Great Location (4x); Highly Recommend (3x); Great Host (2x); Quiet Area (2x),Smell Issues (1x); Too Small (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb | Clean like a pro with these expert tips - Resource Center - Airbnb
42875452,50978178,"Entire rental unit in Paris, France","Paris, Île-de-France, France",21,19,2,0.807,4.6,4.5,4.5,4.8,4.4,Will Return (3x); Very Clean (2x); Very Comfortable (2x); Good Value (1x); Beautiful Place (1x),Noise General (1x); Too Small (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.). || [Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",How to take great photos for your listing - Resource Center - Airbnb | Ground rules for home guests - Airbnb Help Center
43027283,48760096,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,24,0,0.995,4.8,4.9,4.9,4.5,4.8,Very Comfortable (5x); Great Host (4x); Beautiful Place (3x); Will Return (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!,
44055734,577507547,"Entire rental unit in Paris, France","Paris, France",22,19,3,0.704,4.2,4.5,4.6,4.7,4.2,Spacious (2x); Very Clean (1x); Well Equipped (1x); Great Kitchen (1x); Responsive Host (1x),Noise Street (1x); Uncomfortable Bed (1x),"[Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Uncomfortable Bed]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase.",Confirming amenities - Airbnb Help Center | How to become a Superhost - Resource Center - Airbnb
44567494,8888152,"Entire rental unit in Paris, France","Paris, Île-de-France, France",19,18,1,0.885,4.8,5.0,5.0,4.8,4.7,Very Comfortable (7x); Walkable (4x); Will Return (4x); Spacious (2x); Perfect Stay (1x),Dirty General (1x),[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.,Make check-in and checkout easy – Resource Centre – Airbnb
45798448,219731813,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.917,4.9,4.9,4.9,5.0,4.7,Great Location (5x); Spacious (4x); Responsive Host (4x); Will Return (4x); Very Clean (3x),Too Hot (1x),"[Too Hot]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.***",How to become a Superhost - Resource Center - Airbnb
4698776,19850326,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,21,3,0.746,4.6,4.9,4.9,4.7,4.6,Highly Recommend (3x); Will Return (3x); Quiet Area (2x); Great Location (2x); Very Comfortable (2x),Dirty General (1x); Noise General (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.).",Ground rules for home guests - Airbnb Help Center | Make check-in and checkout easy – Resource Centre – Airbnb
4744058,24294779,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,21,3,0.731,4.7,4.9,4.9,5.0,4.7,Great Location (8x); Highly Recommend (7x); Quiet Area (4x); Very Comfortable (4x); Walkable (4x),Dirty General (1x); Safety Concerns (1x); Dirty Bathroom (1x); Bugs Pests (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Safety Concerns]: Smoke and carbon monoxide (CO) alarms save lives. That’s why we’re on a mission to get alarms into as many listings as possible. We strongly urge hosts to install smoke and carbon monoxide alarms in spaces that use fuel-burning appliances, test them regularly, and make sure their listing description is up to date. Check out preparing your listing with safety essentials for more information. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",Confirming amenities - Airbnb Help Center | Home safety: Smoke and carbon monoxide alarms - Airbnb Help Center | Make check-in and checkout easy – Resource Centre – Airbnb
47574663,22563088,"Entire rental unit in Paris, France","Paris, Île-de-France, France",24,23,1,0.922,4.8,4.9,4.8,4.9,4.6,Spacious (8x); Responsive Host (6x); Walkable (4x); Highly Recommend (3x); Great Location (3x),Dirty General (1x),[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews.,Make check-in and checkout easy – Resource Centre – Airbnb
